Index,bladder,femur-left,femur-right,heart,kidney-left,kidney-right,liver,lung-left,lung-right,pancreas,spleen
image_01521,0,0,0,1,0,0,0,0,0,0,0
image_01522,0,0,0,0,0,0,0,0,1,0,0
image_01523,0,0,0,0,0,0,1,0,0,0,0
image_01524,0,0,0,0,0,0,1,0,0,0,0
image_01525,0,1,0,0,0,0,0,0,0,0,0
image_01526,0,0,0,0,0,0,1,0,0,0,0
image_01527,0,0,1,0,0,0,0,0,0,0,0
image_01528,0,0,0,0,0,0,1,0,0,0,0
image_01529,0,0,0,0,0,0,0,0,0,1,0
image_01530,0,0,0,1,0,0,0,0,0,0,0
image_01531,0,0,0,0,0,1,0,0,0,0,0
image_01532,0,0,0,0,0,0,0,0,1,0,0
image_01533,0,0,0,0,0,0,0,0,0,0,1
image_01534,0,0,0,0,0,0,0,1,0,0,0
image_01535,0,0,0,0,0,0,0,0,1,0,0
image_01536,0,0,0,0,0,0,0,0,0,0,1
image_01537,0,0,0,0,0,0,0,0,0,1,0
image_01538,0,0,0,0,1,0,0,0,0,0,0
image_01539,0,0,1,0,0,0,0,0,0,0,0
image_01540,0,1,0,0,0,0,0,0,0,0,0
image_01541,0,1,0,0,0,0,0,0,0,0,0
image_01542,0,0,0,0,0,0,1,0,0,0,0
image_01543,0,0,0,0,0,0,1,0,0,0,0
image_01544,0,0,0,0,0,0,0,0,0,0,1
image_01545,0,0,0,0,0,0,1,0,0,0,0
image_01546,0,0,0,0,0,0,0,1,0,0,0
image_01547,0,0,0,0,1,0,0,0,0,0,0
image_01548,0,0,0,0,1,0,0,0,0,0,0
image_01549,0,0,0,0,0,0,0,1,0,0,0
image_01550,0,1,0,0,0,0,0,0,0,0,0
image_01551,0,0,0,0,0,0,0,0,0,0,1
image_01552,0,0,0,0,0,0,0,0,1,0,0
image_01553,0,0,0,0,0,0,1,0,0,0,0
image_01554,0,0,0,0,0,0,0,0,0,0,1
image_01555,0,0,0,0,0,0,0,0,1,0,0
image_01556,0,0,0,0,0,0,1,0,0,0,0
image_01557,0,1,0,0,0,0,0,0,0,0,0
image_01558,0,1,0,0,0,0,0,0,0,0,0
image_01559,0,0,0,0,0,0,0,1,0,0,0
image_01560,0,0,0,0,0,1,0,0,0,0,0
image_01561,0,0,0,0,0,0,0,0,0,1,0
image_01562,1,0,0,0,0,0,0,0,0,0,0
image_01563,0,0,0,0,1,0,0,0,0,0,0
image_01564,0,0,0,0,0,1,0,0,0,0,0
image_01565,0,0,0,0,0,0,0,0,0,0,1
image_01566,1,0,0,0,0,0,0,0,0,0,0
image_01567,0,0,0,0,0,0,1,0,0,0,0
image_01568,0,0,0,0,0,0,0,0,1,0,0
image_01569,0,0,0,0,0,0,1,0,0,0,0
image_01570,0,0,0,0,0,0,1,0,0,0,0
image_01571,0,0,0,0,0,0,1,0,0,0,0
image_01572,0,0,0,0,0,0,1,0,0,0,0
image_01573,0,0,0,0,0,0,0,0,1,0,0
image_01574,0,0,0,0,0,0,0,1,0,0,0
image_01575,0,0,0,1,0,0,0,0,0,0,0
image_01576,0,0,0,0,0,0,0,0,0,0,1
image_01577,0,0,0,0,0,0,1,0,0,0,0
image_01578,0,0,0,0,0,0,1,0,0,0,0
image_01579,0,0,0,0,1,0,0,0,0,0,0
image_01580,0,0,0,1,0,0,0,0,0,0,0
image_01581,0,0,0,0,0,0,1,0,0,0,0
image_01582,0,0,0,0,0,1,0,0,0,0,0
image_01583,0,0,0,0,0,0,0,0,0,0,1
image_01584,0,0,0,0,0,1,0,0,0,0,0
image_01585,0,0,0,0,0,0,0,0,0,0,1
image_01586,0,0,0,0,0,0,1,0,0,0,0
image_01587,0,0,0,0,0,0,0,0,0,0,1
image_01588,0,0,0,0,0,0,0,0,1,0,0
image_01589,0,0,0,0,0,0,0,1,0,0,0
image_01590,0,0,0,0,0,0,0,0,0,1,0
image_01591,0,0,0,0,0,0,0,1,0,0,0
image_01592,0,0,0,0,0,0,0,0,1,0,0
image_01593,0,0,0,0,0,0,0,0,0,0,1
image_01594,0,0,0,1,0,0,0,0,0,0,0
image_01595,0,0,0,0,0,0,1,0,0,0,0
image_01596,0,0,0,0,0,0,0,0,0,1,0
image_01597,0,0,0,0,0,0,0,0,0,1,0
image_01598,0,0,0,0,0,1,0,0,0,0,0
image_01599,0,1,0,0,0,0,0,0,0,0,0
image_01600,0,0,0,0,0,0,1,0,0,0,0
image_01601,0,0,0,0,0,1,0,0,0,0,0
image_01602,0,0,0,0,0,0,0,1,0,0,0
image_01603,0,0,0,0,0,0,0,0,0,1,0
image_01604,0,1,0,0,0,0,0,0,0,0,0
image_01605,0,0,0,0,0,0,0,0,0,0,1
image_01606,0,0,0,0,0,0,0,1,0,0,0
image_01607,0,0,0,0,0,1,0,0,0,0,0
image_01608,0,0,0,0,1,0,0,0,0,0,0
image_01609,0,0,0,0,0,0,0,0,1,0,0
image_01610,0,0,0,0,0,0,1,0,0,0,0
image_01611,0,0,0,0,0,0,0,0,0,1,0
image_01612,0,0,0,0,0,0,1,0,0,0,0
image_01613,0,0,0,0,0,0,1,0,0,0,0
image_01614,0,0,0,1,0,0,0,0,0,0,0
image_01615,0,0,0,0,0,0,0,0,1,0,0
image_01616,0,0,0,0,0,0,0,0,1,0,0
image_01617,0,0,0,0,0,0,0,0,1,0,0
image_01618,0,0,0,0,0,0,0,1,0,0,0
image_01619,0,0,0,0,0,0,0,1,0,0,0
image_01620,0,0,0,0,0,0,0,0,1,0,0
image_01621,0,0,0,0,0,0,1,0,0,0,0
image_01622,0,0,0,0,0,0,0,0,0,1,0
image_01623,0,0,0,0,0,0,0,0,1,0,0
image_01624,1,0,0,0,0,0,0,0,0,0,0
image_01625,0,0,0,0,1,0,0,0,0,0,0
image_01626,0,0,0,0,0,0,0,1,0,0,0
image_01627,0,0,0,0,0,0,1,0,0,0,0
image_01628,0,0,0,0,0,0,0,1,0,0,0
image_01629,0,0,0,0,0,0,0,0,1,0,0
image_01630,0,0,0,0,0,0,0,0,0,1,0
image_01631,0,0,0,0,0,0,0,0,0,0,1
image_01632,0,0,0,0,0,0,0,0,1,0,0
image_01633,0,0,0,0,0,0,1,0,0,0,0
image_01634,0,0,0,0,0,0,0,0,0,0,1
image_01635,0,0,0,0,0,0,1,0,0,0,0
image_01636,0,0,0,0,0,1,0,0,0,0,0
image_01637,0,0,0,0,0,0,0,0,0,0,1
image_01638,0,1,0,0,0,0,0,0,0,0,0
image_01639,0,0,0,0,0,0,0,0,1,0,0
image_01640,1,0,0,0,0,0,0,0,0,0,0
image_01641,0,1,0,0,0,0,0,0,0,0,0
image_01642,0,0,0,0,0,0,0,0,0,0,1
image_01643,0,0,0,0,0,0,1,0,0,0,0
image_01644,0,0,0,0,0,0,0,0,0,1,0
image_01645,1,0,0,0,0,0,0,0,0,0,0
image_01646,0,0,0,0,0,0,0,0,0,1,0
image_01647,1,0,0,0,0,0,0,0,0,0,0
image_01648,0,0,0,0,0,0,0,0,0,0,1
image_01649,0,0,0,0,0,0,1,0,0,0,0
image_01650,0,0,0,0,0,0,0,0,0,0,1
image_01651,1,0,0,0,0,0,0,0,0,0,0
image_01652,0,0,0,0,0,0,0,0,1,0,0
image_01653,0,0,0,0,0,0,1,0,0,0,0
image_01654,0,0,0,0,0,1,0,0,0,0,0
image_01655,0,0,0,0,0,0,0,1,0,0,0
image_01656,0,0,0,1,0,0,0,0,0,0,0
image_01657,0,0,1,0,0,0,0,0,0,0,0
image_01658,0,0,0,0,0,0,0,0,0,0,1
image_01659,0,0,0,0,0,0,0,0,0,1,0
image_01660,0,0,0,0,0,0,0,0,0,1,0
image_01661,0,0,0,0,0,0,0,0,0,1,0
image_01662,0,0,0,0,0,0,0,0,1,0,0
image_01663,0,0,0,0,0,0,0,0,1,0,0
image_01664,0,0,0,0,0,0,0,0,1,0,0
image_01665,0,0,0,0,1,0,0,0,0,0,0
image_01666,0,0,0,0,0,1,0,0,0,0,0
image_01667,0,0,0,0,0,0,0,0,1,0,0
image_01668,0,0,0,0,1,0,0,0,0,0,0
image_01669,0,0,0,0,0,0,0,1,0,0,0
image_01670,0,0,0,0,0,0,0,1,0,0,0
image_01671,0,0,0,0,0,0,0,1,0,0,0
image_01672,1,0,0,0,0,0,0,0,0,0,0
image_01673,0,0,0,0,0,0,0,1,0,0,0
image_01674,1,0,0,0,0,0,0,0,0,0,0
image_01675,0,0,0,0,0,0,0,1,0,0,0
image_01676,0,0,0,0,0,0,0,0,0,1,0
image_01677,0,0,0,0,0,0,1,0,0,0,0
image_01678,0,0,0,0,0,0,0,0,0,0,1
image_01679,0,0,0,0,1,0,0,0,0,0,0
image_01680,0,0,0,0,0,1,0,0,0,0,0
image_01681,0,0,0,0,0,0,0,0,0,0,1
image_01682,0,1,0,0,0,0,0,0,0,0,0
image_01683,0,0,1,0,0,0,0,0,0,0,0
image_01684,0,0,0,0,1,0,0,0,0,0,0
image_01685,0,0,0,0,0,0,1,0,0,0,0
image_01686,0,0,1,0,0,0,0,0,0,0,0
image_01687,0,0,0,0,1,0,0,0,0,0,0
image_01688,1,0,0,0,0,0,0,0,0,0,0
image_01689,0,0,0,0,1,0,0,0,0,0,0
image_01690,0,0,0,0,0,1,0,0,0,0,0
image_01691,0,0,0,0,0,0,0,0,1,0,0
image_01692,0,0,0,0,0,0,1,0,0,0,0
image_01693,0,0,0,0,0,1,0,0,0,0,0
image_01694,0,0,0,0,0,0,1,0,0,0,0
image_01695,0,0,0,0,0,0,0,1,0,0,0
image_01696,0,0,0,0,0,0,0,0,0,0,1
image_01697,0,0,0,0,1,0,0,0,0,0,0
image_01698,0,0,0,0,0,0,0,0,0,0,1
image_01699,0,0,0,0,0,0,0,0,1,0,0
image_01700,0,0,1,0,0,0,0,0,0,0,0
image_01701,0,0,0,0,0,0,0,0,0,1,0
image_01702,0,0,1,0,0,0,0,0,0,0,0
image_01703,0,0,0,0,1,0,0,0,0,0,0
image_01704,0,0,0,0,0,1,0,0,0,0,0
image_01705,0,0,0,0,0,0,1,0,0,0,0
image_01706,0,0,0,0,0,0,0,0,0,1,0
image_01707,0,0,0,0,0,1,0,0,0,0,0
image_01708,0,0,0,0,0,0,0,1,0,0,0
image_01709,0,0,0,1,0,0,0,0,0,0,0
image_01710,0,0,0,0,0,0,0,1,0,0,0
image_01711,0,0,0,0,1,0,0,0,0,0,0
image_01712,0,0,0,0,0,0,1,0,0,0,0
image_01713,0,0,0,0,0,0,0,0,0,1,0
image_01714,0,0,0,0,0,0,0,0,1,0,0
image_01715,1,0,0,0,0,0,0,0,0,0,0
image_01716,0,0,0,0,1,0,0,0,0,0,0
image_01717,0,0,0,0,0,0,0,0,1,0,0
image_01718,0,0,0,0,0,0,1,0,0,0,0
image_01719,0,0,1,0,0,0,0,0,0,0,0
image_01720,0,0,0,0,0,0,0,0,1,0,0
image_01721,0,0,0,0,0,0,0,0,1,0,0
image_01722,0,0,0,0,0,0,0,0,1,0,0
image_01723,0,0,0,0,0,0,0,1,0,0,0
image_01724,0,0,0,0,0,0,0,1,0,0,0
image_01725,0,0,0,0,0,0,1,0,0,0,0
image_01726,0,0,0,0,1,0,0,0,0,0,0
image_01727,0,0,0,0,0,0,0,0,1,0,0
image_01728,0,0,0,0,0,1,0,0,0,0,0
image_01729,0,0,0,0,1,0,0,0,0,0,0
image_01730,1,0,0,0,0,0,0,0,0,0,0
image_01731,0,0,0,0,1,0,0,0,0,0,0
image_01732,0,0,0,0,0,0,1,0,0,0,0
image_01733,0,0,0,0,0,0,0,1,0,0,0
image_01734,0,0,0,0,0,0,0,0,0,1,0
image_01735,0,0,0,0,0,0,1,0,0,0,0
image_01736,0,0,0,0,0,1,0,0,0,0,0
image_01737,0,0,1,0,0,0,0,0,0,0,0
image_01738,0,0,0,0,0,1,0,0,0,0,0
image_01739,0,0,0,0,0,0,1,0,0,0,0
image_01740,0,0,0,0,0,1,0,0,0,0,0
image_01741,0,0,0,0,1,0,0,0,0,0,0
image_01742,0,0,0,0,0,1,0,0,0,0,0
image_01743,0,0,0,1,0,0,0,0,0,0,0
image_01744,0,0,0,0,0,0,0,0,0,1,0
image_01745,1,0,0,0,0,0,0,0,0,0,0
image_01746,0,0,0,0,0,0,0,0,0,0,1
image_01747,0,0,0,1,0,0,0,0,0,0,0
image_01748,0,0,0,0,1,0,0,0,0,0,0
image_01749,0,0,0,0,0,0,0,0,1,0,0
image_01750,0,0,0,0,0,0,0,0,1,0,0
image_01751,0,0,0,0,0,0,0,0,1,0,0
image_01752,0,0,0,0,1,0,0,0,0,0,0
image_01753,0,0,0,0,0,0,0,0,1,0,0
image_01754,0,0,1,0,0,0,0,0,0,0,0
image_01755,0,0,0,0,0,0,0,0,0,0,1
image_01756,0,0,0,0,0,0,0,0,0,0,1
image_01757,0,0,0,0,0,0,0,0,1,0,0
image_01758,0,0,0,0,0,0,0,0,0,1,0
image_01759,0,0,0,0,0,1,0,0,0,0,0
image_01760,0,1,0,0,0,0,0,0,0,0,0
image_01761,0,1,0,0,0,0,0,0,0,0,0
image_01762,0,0,1,0,0,0,0,0,0,0,0
image_01763,0,0,0,0,0,0,0,1,0,0,0
image_01764,0,0,1,0,0,0,0,0,0,0,0
image_01765,0,0,0,0,0,0,0,1,0,0,0
image_01766,0,0,0,0,0,0,1,0,0,0,0
image_01767,0,0,0,0,0,0,1,0,0,0,0
image_01768,0,0,0,0,0,0,1,0,0,0,0
image_01769,0,0,0,0,0,0,0,1,0,0,0
image_01770,0,0,0,0,0,0,0,1,0,0,0
image_01771,0,0,0,0,0,0,0,0,1,0,0
image_01772,0,0,0,0,1,0,0,0,0,0,0
image_01773,0,0,0,0,0,0,1,0,0,0,0
image_01774,0,0,0,0,0,0,0,0,1,0,0
image_01775,0,0,0,0,0,1,0,0,0,0,0
image_01776,0,0,0,0,0,0,0,0,1,0,0
image_01777,0,0,0,0,0,0,1,0,0,0,0
image_01778,0,0,0,0,0,0,0,0,0,1,0
image_01779,0,0,0,0,0,0,1,0,0,0,0
image_01780,0,0,0,1,0,0,0,0,0,0,0
image_01781,0,0,1,0,0,0,0,0,0,0,0
image_01782,0,0,0,0,0,0,0,0,1,0,0
image_01783,0,0,0,0,0,0,0,0,0,1,0
image_01784,0,0,0,0,0,0,0,1,0,0,0
image_01785,0,1,0,0,0,0,0,0,0,0,0
image_01786,0,0,0,0,0,1,0,0,0,0,0
image_01787,0,0,0,0,0,0,0,1,0,0,0
image_01788,0,0,0,0,0,0,0,1,0,0,0
image_01789,0,0,0,0,0,0,0,1,0,0,0
image_01790,0,0,0,0,0,0,0,0,0,0,1
image_01791,0,0,1,0,0,0,0,0,0,0,0
image_01792,1,0,0,0,0,0,0,0,0,0,0
image_01793,0,0,0,0,0,0,1,0,0,0,0
image_01794,1,0,0,0,0,0,0,0,0,0,0
image_01795,0,0,0,0,0,0,1,0,0,0,0
image_01796,0,0,0,0,1,0,0,0,0,0,0
image_01797,0,0,0,0,0,0,1,0,0,0,0
image_01798,0,0,0,0,0,1,0,0,0,0,0
image_01799,0,0,0,0,0,1,0,0,0,0,0
image_01800,0,0,0,0,0,1,0,0,0,0,0
image_01801,0,0,0,0,0,0,0,0,1,0,0
image_01802,0,0,0,0,0,0,0,0,0,1,0
image_01803,0,0,0,0,0,0,0,0,1,0,0
image_01804,0,0,1,0,0,0,0,0,0,0,0
image_01805,0,1,0,0,0,0,0,0,0,0,0
image_01806,0,1,0,0,0,0,0,0,0,0,0
image_01807,0,0,0,0,0,0,0,0,0,0,1
image_01808,0,0,0,1,0,0,0,0,0,0,0
image_01809,1,0,0,0,0,0,0,0,0,0,0
image_01810,0,0,0,0,0,0,1,0,0,0,0
image_01811,0,0,0,0,0,0,0,0,0,1,0
image_01812,0,0,0,0,0,0,1,0,0,0,0
image_01813,0,0,0,0,1,0,0,0,0,0,0
image_01814,0,0,0,0,0,0,1,0,0,0,0
image_01815,0,0,0,0,0,0,0,0,0,0,1
image_01816,0,0,0,0,0,0,0,1,0,0,0
image_01817,0,0,0,0,0,0,0,0,0,1,0
image_01818,0,0,0,0,0,0,1,0,0,0,0
image_01819,0,0,1,0,0,0,0,0,0,0,0
image_01820,0,0,0,1,0,0,0,0,0,0,0
image_01821,0,0,0,0,0,0,0,0,0,1,0
image_01822,0,0,0,0,0,0,1,0,0,0,0
image_01823,0,0,0,0,0,0,0,1,0,0,0
image_01824,0,0,0,0,0,1,0,0,0,0,0
image_01825,0,0,0,0,0,0,1,0,0,0,0
image_01826,0,0,0,0,0,0,0,0,0,1,0
image_01827,0,0,0,0,0,0,0,0,1,0,0
image_01828,0,0,0,0,0,1,0,0,0,0,0
image_01829,0,0,0,0,0,1,0,0,0,0,0
image_01830,0,0,0,0,0,0,0,0,0,0,1
image_01831,0,0,0,0,0,0,0,1,0,0,0
image_01832,0,0,0,0,0,0,0,0,0,0,1
image_01833,0,0,0,0,0,0,0,0,1,0,0
image_01834,0,0,0,0,0,0,0,0,1,0,0
image_01835,0,0,0,0,0,0,0,0,1,0,0
image_01836,0,0,1,0,0,0,0,0,0,0,0
image_01837,0,0,0,0,0,0,0,0,0,0,1
image_01838,0,0,0,0,0,0,0,0,0,0,1
image_01839,1,0,0,0,0,0,0,0,0,0,0
image_01840,0,0,0,0,0,0,1,0,0,0,0
image_01841,1,0,0,0,0,0,0,0,0,0,0
image_01842,0,0,0,0,0,0,1,0,0,0,0
image_01843,0,0,0,0,0,0,0,0,0,1,0
image_01844,0,0,0,0,0,0,0,1,0,0,0
image_01845,0,0,0,0,0,0,0,0,0,0,1
image_01846,0,0,0,0,0,1,0,0,0,0,0
image_01847,0,0,0,0,0,0,0,0,0,0,1
image_01848,0,0,0,0,1,0,0,0,0,0,0
image_01849,1,0,0,0,0,0,0,0,0,0,0
image_01850,0,0,0,0,0,0,0,0,1,0,0
image_01851,0,0,0,0,1,0,0,0,0,0,0
image_01852,0,1,0,0,0,0,0,0,0,0,0
image_01853,0,0,0,0,0,1,0,0,0,0,0
image_01854,0,0,0,0,0,0,0,1,0,0,0
image_01855,0,0,0,0,0,0,0,0,0,0,1
image_01856,0,0,0,0,1,0,0,0,0,0,0
image_01857,0,0,0,0,0,0,0,0,0,1,0
image_01858,1,0,0,0,0,0,0,0,0,0,0
image_01859,1,0,0,0,0,0,0,0,0,0,0
image_01860,0,0,0,0,0,0,1,0,0,0,0
image_01861,0,0,0,0,0,0,1,0,0,0,0
image_01862,0,0,0,0,0,0,0,0,0,1,0
image_01863,0,0,0,0,0,1,0,0,0,0,0
image_01864,0,0,0,0,0,0,0,0,1,0,0
image_01865,0,0,0,0,0,0,0,0,0,0,1
image_01866,0,0,0,0,0,0,0,1,0,0,0
image_01867,0,0,0,0,0,1,0,0,0,0,0
image_01868,0,0,0,0,1,0,0,0,0,0,0
image_01869,0,0,0,0,0,1,0,0,0,0,0
image_01870,0,0,0,0,0,1,0,0,0,0,0
image_01871,0,1,0,0,0,0,0,0,0,0,0
image_01872,0,0,0,0,0,0,1,0,0,0,0
image_01873,0,0,0,0,0,0,0,0,0,1,0
image_01874,0,0,0,0,0,1,0,0,0,0,0
image_01875,0,0,0,0,0,0,1,0,0,0,0
image_01876,0,0,0,0,0,0,0,1,0,0,0
image_01877,1,0,0,0,0,0,0,0,0,0,0
image_01878,0,0,0,0,0,1,0,0,0,0,0
image_01879,0,0,0,0,0,0,0,1,0,0,0
image_01880,0,0,0,0,0,0,1,0,0,0,0
image_01881,0,0,0,0,0,0,0,0,1,0,0
image_01882,0,0,0,0,0,0,1,0,0,0,0
image_01883,0,0,0,0,0,0,0,0,0,1,0
image_01884,0,0,0,0,0,0,0,0,0,0,1
image_01885,0,0,0,0,0,0,0,1,0,0,0
image_01886,1,0,0,0,0,0,0,0,0,0,0
image_01887,0,0,0,0,0,1,0,0,0,0,0
image_01888,1,0,0,0,0,0,0,0,0,0,0
image_01889,0,0,0,0,0,0,0,1,0,0,0
image_01890,0,0,0,0,0,0,0,1,0,0,0
image_01891,0,0,0,0,0,0,0,0,0,1,0
image_01892,1,0,0,0,0,0,0,0,0,0,0
image_01893,0,0,0,0,0,0,0,1,0,0,0
image_01894,1,0,0,0,0,0,0,0,0,0,0
image_01895,1,0,0,0,0,0,0,0,0,0,0
image_01896,0,0,0,0,0,0,0,1,0,0,0
image_01897,0,0,0,0,0,0,0,0,0,1,0
image_01898,0,0,0,0,0,1,0,0,0,0,0
image_01899,0,0,0,0,1,0,0,0,0,0,0
image_01900,0,1,0,0,0,0,0,0,0,0,0
image_01901,1,0,0,0,0,0,0,0,0,0,0
image_01902,0,0,0,0,0,0,1,0,0,0,0
image_01903,0,0,0,0,0,0,1,0,0,0,0
image_01904,0,0,0,1,0,0,0,0,0,0,0
image_01905,0,0,0,0,0,0,0,0,1,0,0
image_01906,0,0,0,0,0,0,0,0,1,0,0
image_01907,0,0,0,0,0,0,1,0,0,0,0
image_01908,0,0,0,0,0,0,0,0,1,0,0
image_01909,0,0,0,0,0,0,1,0,0,0,0
image_01910,0,0,0,1,0,0,0,0,0,0,0
image_01911,0,0,0,0,0,0,1,0,0,0,0
image_01912,0,0,0,0,0,0,0,0,1,0,0
image_01913,0,0,0,0,0,0,0,0,1,0,0
image_01914,0,1,0,0,0,0,0,0,0,0,0
image_01915,0,0,0,0,0,1,0,0,0,0,0
image_01916,0,0,0,0,0,0,1,0,0,0,0
image_01917,0,0,0,0,0,0,1,0,0,0,0
image_01918,0,0,0,0,0,0,1,0,0,0,0
image_01919,0,0,0,0,0,0,1,0,0,0,0
image_01920,0,0,0,0,0,0,1,0,0,0,0
image_01921,0,0,0,0,0,0,0,1,0,0,0
image_01922,0,0,0,0,0,1,0,0,0,0,0
image_01923,0,0,0,0,0,0,1,0,0,0,0
image_01924,0,0,0,0,1,0,0,0,0,0,0
image_01925,0,0,0,0,0,0,1,0,0,0,0
image_01926,0,0,0,0,0,1,0,0,0,0,0
image_01927,0,0,0,0,0,0,0,0,1,0,0
image_01928,0,0,0,0,0,1,0,0,0,0,0
image_01929,0,0,0,0,1,0,0,0,0,0,0
image_01930,0,0,0,0,1,0,0,0,0,0,0
image_01931,0,0,0,0,0,0,0,0,0,1,0
image_01932,0,0,0,1,0,0,0,0,0,0,0
image_01933,0,0,0,0,0,0,0,0,0,1,0
image_01934,0,0,1,0,0,0,0,0,0,0,0
image_01935,0,0,0,0,0,0,1,0,0,0,0
image_01936,0,0,0,1,0,0,0,0,0,0,0
image_01937,0,0,0,0,1,0,0,0,0,0,0
image_01938,0,0,0,0,0,0,0,1,0,0,0
image_01939,0,0,0,0,0,0,1,0,0,0,0
image_01940,0,0,0,0,0,0,0,1,0,0,0
image_01941,0,0,0,0,0,0,0,0,0,1,0
image_01942,0,0,0,0,0,0,0,0,1,0,0
image_01943,0,0,0,0,0,1,0,0,0,0,0
image_01944,0,0,0,0,0,0,0,0,0,1,0
image_01945,1,0,0,0,0,0,0,0,0,0,0
image_01946,0,0,0,0,0,0,0,0,0,0,1
image_01947,0,0,0,0,0,0,0,0,1,0,0
image_01948,0,0,0,0,0,1,0,0,0,0,0
image_01949,0,0,0,0,0,0,0,0,0,0,1
image_01950,0,0,0,0,1,0,0,0,0,0,0
image_01951,0,0,0,0,0,1,0,0,0,0,0
image_01952,0,0,0,0,0,0,0,0,0,0,1
image_01953,0,0,0,0,1,0,0,0,0,0,0
image_01954,0,1,0,0,0,0,0,0,0,0,0
image_01955,0,0,0,0,0,0,0,0,1,0,0
image_01956,0,0,0,0,0,0,1,0,0,0,0
image_01957,0,0,0,0,0,0,0,1,0,0,0
image_01958,0,0,0,0,0,0,0,0,0,0,1
image_01959,0,0,0,0,0,1,0,0,0,0,0
image_01960,0,0,0,0,0,0,1,0,0,0,0
image_01961,0,0,0,0,0,1,0,0,0,0,0
image_01962,0,0,0,0,0,0,0,0,0,0,1
image_01963,0,0,0,0,0,0,1,0,0,0,0
image_01964,0,0,0,0,0,0,0,1,0,0,0
image_01965,0,0,0,0,0,0,0,0,0,1,0
image_01966,0,0,0,0,0,0,1,0,0,0,0
image_01967,0,0,1,0,0,0,0,0,0,0,0
image_01968,0,0,0,0,0,0,0,0,0,1,0
image_01969,0,0,0,0,0,0,1,0,0,0,0
image_01970,0,1,0,0,0,0,0,0,0,0,0
image_01971,0,0,0,0,0,0,0,1,0,0,0
image_01972,0,0,0,0,0,1,0,0,0,0,0
image_01973,0,0,0,0,0,0,0,1,0,0,0
image_01974,0,0,0,0,0,0,0,0,1,0,0
image_01975,0,0,0,0,1,0,0,0,0,0,0
image_01976,0,0,0,0,0,0,0,1,0,0,0
image_01977,0,0,0,0,0,0,0,0,1,0,0
image_01978,1,0,0,0,0,0,0,0,0,0,0
image_01979,0,0,0,0,0,0,0,0,1,0,0
image_01980,0,0,0,0,0,1,0,0,0,0,0
image_01981,0,0,0,0,0,1,0,0,0,0,0
image_01982,0,0,1,0,0,0,0,0,0,0,0
image_01983,0,0,0,0,0,0,1,0,0,0,0
image_01984,0,0,0,0,0,0,0,0,0,0,1
image_01985,0,0,0,0,0,0,0,0,1,0,0
image_01986,0,0,0,0,0,0,0,0,0,0,1
image_01987,0,0,0,0,0,1,0,0,0,0,0
image_01988,0,0,0,0,0,0,0,0,1,0,0
image_01989,0,0,0,0,0,0,0,0,0,1,0
image_01990,0,0,0,0,0,0,0,0,1,0,0
image_01991,0,0,0,0,0,0,0,1,0,0,0
image_01992,0,0,0,0,0,0,0,0,0,0,1
image_01993,0,0,0,1,0,0,0,0,0,0,0
image_01994,0,0,0,0,0,0,1,0,0,0,0
image_01995,0,1,0,0,0,0,0,0,0,0,0
image_01996,0,0,0,0,1,0,0,0,0,0,0
image_01997,1,0,0,0,0,0,0,0,0,0,0
image_01998,0,0,0,0,1,0,0,0,0,0,0
image_01999,0,0,0,0,0,0,0,0,0,0,1
image_02000,0,0,0,0,0,0,0,0,0,0,1
image_02001,0,0,0,0,0,0,0,1,0,0,0
image_02002,0,0,0,0,1,0,0,0,0,0,0
image_02003,0,0,0,0,0,1,0,0,0,0,0
image_02004,0,0,0,0,1,0,0,0,0,0,0
image_02005,0,0,0,0,0,1,0,0,0,0,0
image_02006,0,0,0,0,0,0,1,0,0,0,0
image_02007,0,0,0,0,0,1,0,0,0,0,0
image_02008,0,0,0,0,0,0,0,0,1,0,0
image_02009,0,0,0,0,0,0,0,1,0,0,0
image_02010,0,0,0,0,0,0,1,0,0,0,0
image_02011,0,0,0,0,1,0,0,0,0,0,0
image_02012,0,0,0,0,0,0,0,0,1,0,0
image_02013,0,0,0,0,0,0,0,0,1,0,0
image_02014,0,0,0,0,0,1,0,0,0,0,0
image_02015,0,0,0,0,0,0,0,0,1,0,0
image_02016,0,0,0,0,1,0,0,0,0,0,0
image_02017,0,0,0,0,0,0,0,0,1,0,0
image_02018,0,0,0,0,0,0,0,1,0,0,0
image_02019,0,0,0,0,0,0,1,0,0,0,0
image_02020,0,0,0,0,0,0,0,0,0,1,0
image_02021,1,0,0,0,0,0,0,0,0,0,0
image_02022,0,0,0,0,1,0,0,0,0,0,0
image_02023,0,0,0,0,0,0,0,1,0,0,0
image_02024,0,0,0,0,0,0,0,0,0,0,1
image_02025,0,0,0,0,0,0,0,0,0,0,1
image_02026,0,0,1,0,0,0,0,0,0,0,0
image_02027,0,0,0,0,1,0,0,0,0,0,0
image_02028,0,0,0,0,0,0,1,0,0,0,0
image_02029,0,1,0,0,0,0,0,0,0,0,0
image_02030,0,0,0,0,0,1,0,0,0,0,0
image_02031,0,0,0,0,1,0,0,0,0,0,0
image_02032,0,0,0,0,0,0,0,0,0,1,0
image_02033,0,0,0,0,0,0,0,1,0,0,0
image_02034,0,0,0,0,1,0,0,0,0,0,0
image_02035,0,0,0,0,0,0,1,0,0,0,0
image_02036,0,0,0,0,0,0,0,1,0,0,0
